salmon	salmons are fish	salmons are ray finned	salmons are found in ocean	salmons are found in atlantic and pacific oceans
salmon	Salmons lives in the river	Salmons are fish	salmon are carnivores	salmon are oviparous
salmon	Salmons are fishes	Salmons are a healthy food	Salmons born in fresh water	Salmons swim agaisnt the current
salmon	the salmons are fish	salmons live in fresh water	salmons have much resemblance to trout	the salmons are blue fish
salmon	Salmons swim upstream	Salmons are delicious to eat	Salmons swim in fast rivers	Salmons jump out of the water
soldier	Soldiers are very brave	Soldiers often fight	Soldiers risk their lives	Soldiers have uniforms
soldier	soldiers fire weapons	soldiers are in the barracks	soldiers have uniform	soldiers go to war
soldier	The soldiers is Homeland protectors soldiers	The Soldiers Shield Shield	The soldiers are strong	The Soldiers deserve all the support of the state
soldier	Soldiers defend the country.	Soldiers have weapons.	Soldiers fight wars.	Soldiers are disciplined.
soldier	Soldiers make wars	Soldiers wear uniform	Soldiers use weapons	Soldiers live in barracks
soldier	Soldiers defend the country	Soldiers brave people	Soldiers go on the attack	Soldiers wear uniforms
musician	Musicians are people.	Musicians plays an instrument.	Musicians sings.	Musicians live in cities.
musician	the musicians are excellent people	the musicians give life to a party	the musicians are fundamental in the world	the musicians are accepted all over the world
musician	Musicians are musically inclines.	Musicians are either male or females.	Musicians knows how to play instruments.	Musicians are generally entertainers.
musician	the musicians are brilliant	the musicians practice a lot	the musicians have skill	the musicians play instruments
musician	musicians play instruments	musicians are creative	musicians entertain us	musicians play expensive instruments
musician	Musicians seek inspiration in other musical genres	the musicians work in orchestras	The musicians are dedicated to classical or popular music	The musicians have Commitment and discipline
housekeeper	Housekeepers work in rich families.	Housekeepers have good salaries.	Housekeepers give orders to their staff.	Housekeepers have a lot of obligations.
housekeeper	housekeepers often work women	housekeepers are hardworking people	housekeepers love cleanliness	housekeepers are good housewives
housekeeper	Housekeepers run a house	Housekeepers work in mansions	Housekeepers work for people with money	Housekeepers organize the rest of servants
housekeeper	Housewives work a lot.	Housekeepers work at home.	Housekeepers do not earn money.	Housekeepers make food.
housekeeper	Housekeepers are employed to manage a household.	Housekeepers perform domestic tasks in an institution or hotel.	Typical responsibilities of housekeepers include vacuuming and doing the laundry.	Sometimes housekeepers are required to cook.
housekeeper	Housekeepers are the employees who change sheets and make beds	Housekeepers works in hotels and inns	Housekeepers should be clean and attentive	Housekeepers keep rooms shinning
lawyer	Lawyers win lawsuits	Lawyers make a lot of money	The lawyers are well dressed	Lawyers often lie
lawyer	lawyers are usually men	the lawyers work all day	the lawyers are right people	lawyers are people prepared
lawyer	Lawyers is a person who practices law	Lawyers work in law firm	Lawyers wear suit	Lawyers are smart
lawyer	A lawyer is someone who practices law.	A lawyer has earned a degree in law.	Lawyers also prepare legal documents for their clients.	Lawyers work in different settings.
lawyer	lawyers know the laws.	lawyers help people in court.	lawyers help to avoid punishment.	lawyers check all documents for compliance.
lawyer	lawyer is a person who practices law	Lawyers advise and represent individuals	lawyers defend people	lawyers work in a lawyer firm
buffalo	buffalo have long hair	buffalo eat grass	buffaloes are very big	buffaloes are black
buffalo	The buffalos are very large	the buffalos have a lot of strength	the buffalos are always close to the water	the buffalos have big horns
buffalo	Buffalos are animals.	Buffalos have horns.	Buffalos have a body similar to tamarraws	Buffalos are either male or female animals.
buffalo	the buffaloes are animals	the buffaloes are wild animals	the buffaloes are from india	buffaloes have horns
buffalo	Buffalos are big animals.	Buffalos eat grass.	Buffalos  have big horns.	Buffalos are very strong.
buffalo	Buffalos are mammals.	Buffalos are like cows.	Buffalos are present in stamps, coins, flags etc.	Buffalos are live in America.
goose	the geese swim in ponds	the geese are white	the geese eat bread	the geese caw a lot
goose	geese have wingds	geese are agresive	geese are bird	geese have two legs
goose	the geese are white	the geese lay eggs	the geese live in lakes	the gasos fly
goose	the geese are birds-type animals	the geese are very tortured animals	the geese are often white	the geese have a great beak
goose	Geese are animals	Geese are black	Geese live in yard	Geese are lovely
goose	Geese are white	Geese live in the water	Geese are birds	Geese  are small
deer	deers are wild	deers are hunted	deers is herbivorous	deers are food of lion
deer	deer are animals	deer are farm animals	deer are farm animals and work	deer are beautiful animals
deer	Deer have horns	Deer live in the forest	Deer harnessed to Santa Claus sleigh	Deer love to eat grass
deer	deers are so beautiful	deers run very quickly	deers are eaten by lions	deers have amazing eyes
deer	Deers live in the forest.	Deers have horns.	Deers are often brown.	Deers are hunted.
deer	Deer inhabit the north	They reindeer on sleds	In the north, deer are raised for meat	Sheepskin coats are made of deer skin
monkey	the monkeys swing in the trees	the monkeys are preening	the monkeys are from the jungle	the monkeys have the long tail
monkey	monkeys have many species	monkeys have tail	monkeys climb trees	monkeys eat fruits
monkey	monkeys climbing trees	monkeys eat bananas	monkeys are furry	monkeys are funny
monkey	Monkeys are mammals	Monkeys are bipeds	Monkeys are smart	Monkeys have tails
monkey	the monkeys live among the trees	the monkeys feed on bananas	the monkeys are of the primate type	the monkeys are very funny animals
monkey	Monkeys climb on trees	Monkeys live in Asia	Monkeys live in Africa	Monkeys are the funniest animals at the zoo
sheriff	sheriffs protect a town	sheriffs maintain law	sheriffs help in emergency situation	sheriffs are always helpful for civilians
sheriff	Sheriffs represent the authority	Sheriffs are people of law	Sheriffs live in the west	Sheriffs are brave
sheriff	Sheriffs keep order	Sheriffs are fighting criminals	Sheriffs have weapons	Sheriffs wear a hat
sheriff	Sheriffs is a elected officer in a county	Sheriffs is a person who responsible for keeping the peace.	Sheriffs arrest thieves	Sheriffs' work is difficult
sheriff	Sheriffs work in town.	Sheriffs provide justice.	Sheriffs wear star badge.	Sheriffs have a gun.
sheriff	Sheriffs carry out law enforcements.	Sheriffs are government officials.	Sheriffs are traditionally elected.	Sheriffs can also be appointed by the mayor.
inventor	Inventors think too much	Inventors live in garages	Inventors lose many friends	Inventors help people
inventor	Inventors are genius	Inventors change the world	Inventors are famous	Inventors are often male
inventor	Creativity is intelligence having fun.	Do not fear mistakes. You will know failure. Continue to reach out.	"The short successes that can be gained in a brief time and without difficulty are not worth much."""	The value of an idea lies in the using of it
inventor	Vitaly Mikhaylovich Abalakov was a Soviet chemical engineer, mountaineer and inventor.	Samuel W. Alderson was an inventor best known for his development of the crash test	Rostislav Evgenievich Alexeyev was a Russian Soviet shipbuilder known for his pioneering work on hydrofoil ships and ground effect vehicles.	Mary Anderson was an American real estate developer, rancher, viticulturist and inventor of the windshield wiper blade.
inventor	Inventors are the predecessor of their ancestors	inventor are extremist on to some extent	inventor are great peoples that invent things for the  humans	i want to be an invetor of someting special
inventor	the inventors creates things	the inventor develops something that does not exist	the inventor creates something new	the inventor something creative
actress	Actresses are charismatic	Actresses are make good role playing	Actresses play movie	Actresses are have many fun
actress	actresses take drugs	actresses are all fake	actresses are psychopaths	actresses do not inspire good men
actress	Actresses are in movies	Actresses are on Television	Actresses perform on stage	Actresses play a role
actress	Actresses are always beautiful.	Actresses are young and old.	Actresses always look after their appearance.	Actresses are beautiful women.
actress	Actresses earn more.	Actresses work hard.	Actresses have more fame and fans.	Actresses wear many costumes.
actress	actresses dress beautifully	actresses play in performances	actresses go on tour	actress speak on television
butterfly	butterflies are insects	butterflies have big wings	butterflies are very beautiful	butterflies live where flowers are
butterfly	Butterflies are colorful.	Butterflies are flying.	Butterflies are yellow.	Butterflies are white.
butterfly	The butterflies are beautiful	The butterflies are big	Butterflies fly high	Butterflies have beautiful colors
butterfly	the butterflies are beautiful	butterflies fly	the butterflies have wings	the butterflies are difficult to grasp
butterfly	Butterflies are insects.	Butterflies can be very colorful.	Butterflies can fly.	Butterflies fly from flower to flower.
butterfly	We chase butterflies, and sometimes catch one.	Butterflies and moths are remarkable for their number, size, variety and beauty.	But there are also a number of tropical species, notably among butterflies and beetles.	There are thousands of varieties of butterflies and other insects.
reporter	reporters must ask	reporters make live broadcast	reporters must talk clear	reporters must look good
reporter	Reporters knows how to talk correctly	The reporters on my city are good	Reporters are good looking	Reporters visit a lot of places
reporter	Reporter always interviews	The reporter can be on television, radio and in newspapers.	The reporter is sometimes a dangerous profession, especially if the reporting from the war zone	The reporter can beautifully express thoughts
reporter	collect and present information about a specific event	they work in mass media like radio televiosn newspapers	its objective is to keep the community informed	they handle the evidence of all information turning it into truthful
reporter	the reporters are journalists	The reporter is a field journalist who collects and verifies information	the reporter is the one who describes the facts	reporters collaborate in news research
reporter	Reporters work in press.	Reporters have a pen.	Reporters are often male.	Reporters does news.
merchant	Merchants work late.	Merchants work hard.	Merchants are people.	Merchants have a store.
merchant	the merchant's pepper is the best	the merchants have many spices	there is no definite place for merchants	the merchants are very good workers
merchant	Merchants trade.	Merchants are buying.	Merchants are selling.	Merchants have shops.
merchant	merchants work in the market	merchants are very tricky people	merchants know the price of goods	merchants have a shop or counter
merchant	Merchants are hard workers	Merchants are necessary in the economy	Merchants are one the most antique profession	Merchants travels around the whole world
merchant	Merchants are mostly rich.	Merchants bring great revenue to the state.	Merchants are engaged in charity.	Merchants are moving the economies of the countries.
servant	Servants are people.	Servants serve people.	Servants leaves in house.	Servants are mostly older people.
servant	electric services are very good	the public services are very heavy	the hotel services are very efficient	Funeral services are very expensive
servant	Servants are people that serves an employer.	Servants are either male and female people.	Servants are domestic workers.	Servants are people who work for the people.
servant	the servants are affectionate	the servants are very hardworking	the servants help in the chores	the servants are helpful
servant	servants live here	servants are workers	servants wear uniforms	servants are friendly
servant	the service plated	The service to the English	the service of gueridón	The French Service
painter	Painters work on the street	Painters work in auto repair shops	the painters are honest people	the painters have a hard daily work
painter	Painters love their work.	Painters are sometimes famous.	Painters prefer to draw landscapes.	Painters enjoy great passion.
painter	the painters embellish the houses	painters create works of art	the painters are talented with the lienso	painters adorn urban spaces
painter	Painters are artists .	Painters can make a design.	Painters use colors .	Painters can draw  pictures.
painter	artists paint pictures	artists can draw	artists have a taste	artists have a good brush
painter	Painters are talented.	Painters are interesting people.	Painters do paintings.	Painters earn good money.
actor	Actors are very fun people	Actors live the lives of others	Actors tour a lot	Actors have many names
actor	Actors play in the theater.	Actors are playing in series.	Actors play in movies.	Actors earn a lot.
actor	The actors always stand out	The actors always focus on providing the best on TV screens	The actors have a gift	The actors show us perseverance
actor	the actors on famous	the actors are handsome	the actors earn good money	the actors work a lot
actor	Actors are persons who plays a role in theater, cinema or television.	Actors are celebrity.	Actors are popular among people.	Actors can win awards.
actor	I have a friend whose father is a famous actor.	I love these actors	He is not a singer, but an actor.	The actors are waiting on the stage.
proprietor	The proprietors  work full time	The proprietors have enough money	The proprietors go on vacation to beautiful places	The proprietors take care of their business
proprietor	Proprietors is the owner of a business	Proprietors is the holder of property	Proprietors has the legal right to something	Proprietors is granted ownership of a colony
proprietor	The rightful owners of a real estate	The true owner of an idea or invention	restaurant owner	current employer
proprietor	They are proprietors of the well-known trade marks	Persons who can be proprietors of Community trade marks	patent proprietors	Register as joint proprietors
proprietor	they are very bad	they want very high rents	keep the exact dates	they are rich, but they are not human
proprietor	Proprietors is the owner of a company	Proprietors is the owner of a house	Proprietors is the owner of a farm	Proprietors is the owner of a business
crow	Crows are a type of bird	Crows eat corpse of another animals	Crows can fly in the sky	Crows are usually black
crow	Crows are associated with terror	crows are black	crows can fly	crows have a deep look
crow	Crows are known for their intelligence	Crows are black birds	Crows remember the faces of humans	Crows have wings
crow	Crows  are black birds.	Crows are known for their intelligence.	Crows are known for damaging crops.	Crows are the scientific family aves.
crow	the crows are flying animals	Crows are dangerous animals	the crows are black animals	the crows are animals that sing
crow	the corvus is a species of passerine bird of the family Corvidae	Corvus is present throughout the Northern Hemisphere	the corvus is the species of corvid with the largest distribution surface	Large crows usually live for ten to fifteen years but some individuals have lived 40 years
frog	the frogs are good camouflaging	the frogs like to jump	there are very poisonous frogs	frogs are usually green
frog	frogs eat insects	frogs can jump high	frogs catch insects with their tongue	frogs can be poisonous
frog	Frogs are green	frogs live in pools of water	frogs have big eyes	frogs are amphibians
frog	Frogs are amphibians	Frogs are toxics	Frogs like to eat insects	Frogs can jump a lot
frog	the frogs are slimy animals	the frogs are green animals	the frogs are reptilian type animals	frogs live in aquatic areas
frog	Frogs can jump	Frogs live in swamps	Frogs rest at water lilies	Frogs live in fresh water
farmer	farmers grow up vegetable	farmers have tractor	farmers knows earth	farmers wake up early
farmer	Farmers plant corn	Farmers has tough hands	Farmers doesn't know a lot about technology	Farmers work a lot
farmer	A farmer grows vegetables and fruits.	Farmers always live on the ranch and have great land.	Farmers breed goats, cows, pigs, horses, chickens and other animals.	Farmers have a lot of agricultural technology.
farmer	person who cultivates	exploitation of resources	is the set of techniques, knowledge and knowledge to cultivate the land	soil treatment and vegetable crops
farmer	the farmers are the ones who cultivate the land	Farmers live in the countryside	the farmers are the ones who maintain and harvest the crops	farmers cultivate the land
farmer	Farmers cultivate vegetables.	Farmers have big hats.	Farmers love nature.	Farmers work the ground.
interpreter	translators translate documents	translators today have a lot of work to do	do you want to be my translator?	translators know foreign languages
interpreter	interpreters translate into English	interpreters players of romeo	interpreters know the dialogue	interpreters are in the conference
interpreter	An interpreter is a computer program that runs scripts written in an interpreted language	Interpreters were used as early as 1952 to facilitate programming within the boundaries of computers at the time	An interpreter is a computer program that is used to directly execute program instructions written using one of the many high-level programming languages	The interpreter transforms the high-level program into an intermediate language that it then executes, or it could parse the high-level source code and then performs the commands directly, which is done line by line or statement by statement
interpreter	Interpreters are translators,	Interpreters use their hands.	Interpreters show signs.	Interpreters are polyglots.
interpreter	Interpreters know several languages	Interpreters are the people who translates	Interpreters translate books and articles	Interpreters work at the UN
interpreter	Interpreters translate texts	Interpreters voice speech	Interpreters translate articles	Interpreters know languages
dog	dogs look cute	dogs has so   many breeds	dogs love to play	dogs love to swim
dog	Dogs are man's best friend	Dogs are faithful	Dogs are wonderful	Some dogs are aggressive
dog	Dogs are humans best friend.	Dogs are very smart animals.	Dogs have different breeds,but they all considered the same species.	Dogs are the most bizarre species on Earth.
dog	Dogs are pets.	Dogs are cute animals.	Dogs love bones.	Dogs are best human friends.
dog	Dogs don't like cats.	Dogs are friendly.	Dogs likes meat.	Dogs are good haunters.
dog	Dogs are domestic animals	Dogs are known for their ability to learn	Dogs love children	dogs are descended from the wolf
miner	miners work in mines	miners dig earth	miners dig for precious metal	miners dig for natural minerals
miner	miners work in mines	miners work looking for gold	miners work for diamonds	miners work searching for minerals
miner	Miners working underground	Miners mine coal	Miners rise from the ground dirty	Miners are very hardworking
miner	Miners work in mines	Miners extract coal	Miners' work is so exhausted	Miners do their work in difficult conditions
miner	Miners work hard.	Miners work underground.	Miners wear barette.	Miners die sometimes while working.
miner	Difficult working conditions	Dangerous working conditions	Work deep underground	Well paid job
clerk	Clerks have desks	Clerks are people with cufflinks	Clerks have offices	Clerks often have glasses
clerk	clerks work in the company	clerks earn a lot of money	cleaks want a vacation	clearks work at night
clerk	The Clerks, one of the religious groups affiliated with the French, were active during the first century and were a writer	Clerks This name was called because its members were copying the Torah and then interpreting it as the professional exponents of the law	Clerks They have been discarded as being religious in religious matters, keeping traditions and inventing new commandments	Clerks They were called in the community with a teacher, which means in Hebrew, Rabi, because they are the teachers of Sharia in the synagogues
clerk	Clerks work at banks.	Clerks keep records.	Clerks help people.	Clerks perform various office duties.
clerk	Clerks are the ones who charge a salary	Clerks work in a factory	Clerks have bosses	Clerks charge payroll
clerk	Clerks work for a company	Clerks must do a job	Clerks often work hard	Clerks should fulfill many jobs
turkey	Turkeys are eaten at Christmas	Turkeys are used to make pate	The turkeys have striking feathers	Turkeys have a peak
turkey	Turkeys are big.	Turkeys have feathers.	Turkeys are being eaten at thanksgiving.	Turkeys have a mainly black color.
turkey	turkeys are a large bird in the genus Meleagris.	turkeys males are larger and much more colorful than the females.	Turkeys are classed in the family of Phasianidae.	Turkeys were domesticated in ancient Mexico.
turkey	we could eat turkeys	The turkeys have feathers	Turkeys are poultry	Turkeys are large birds
turkey	Turkeys are poultry	Turkeys big birds	Turkeys laying eggs	Turkeys have delicious meat
turkey	turkeys have long legs	turkeys have a very robust beak	turkeys have a tail	turkeys have a very high neck
camel	Camels have humps.	Camels live mostly in Africa,	Camels drink a lot of water.	Camels love sun.
camel	Camels have humps	Camels live in the deserts	Camels may not drink water for a long time	Camels have four legs
camel	Camels live in africa.	Camels has got orange skin.	Camels are resistant to starvation and thirst.	Camels feed to grass.
camel	Camels have humps	Camels are tall	Camels drink water	Camels are brown
camel	camels are tall	camels store food and water	camels are strong	camels commonly live in desserts
camel	Camels live in deserts	Camels are used to ride	Camels don't need water every day	Camels have one or two humps
physician	Physicians are intelligent	Physicians can heal people	Physicians can diagnose people	Physicians with experience are the best
physician	Physicians cure people	Physicians Save Lives	Physicians study the organism	Physicians operate
physician	Physicians have a lot of knowledge	Physicians have ethical responsibility to their patients	Physicians often have medical interests other than clinical practice	Physicians have a responsibility with society
physician	physician is a person who practise medicine.	Physicians are considered to be rich.	Physicians are also known to be smart.	Physicians are also considered to be brave.
physician	physicians analyze human behavior	Physicians work with people	Physicians take care of the mental part of human beings	Physicians work in hospitals and clinics
physician	a doctor is a professional who practices medicine	a doctor sees you when you're sick	a doctor is responsible for promoting, maintaining or restoring health	a doctor is indispensable all over the world
cattle	parrots speak a lot	parrots have so  many colors	parrots have so many breeds	parrots are so beautiful creature of Allah
cattle	Parrots are pretty	Parrots speak	Parrots are always in pairs	Wild parrots are in the treetops
cattle	Parrots are silly and funny birds.	Parrots are in cages,most of them.	Parrots can learn and repeat human voices.	Parrots have the most beutifull feathers amoung the birds.
cattle	Parrots are good pets.	Parrots are a little birds.	Parrots can be a different colors.	Parrots can learn to tell some words.
cattle	Parrots live in tropical regions.	Parrots are vividly coloured.	Parrots are intelligent birds.	Parrots can mimic human speech.
cattle	Parrots can speak	Parrots can be different sizes	Parrots live long	Parrots can be different colors
snake	Snakes are reptiles	Snakes crawl on the ground	Snakes can be many colors	Snakes can live in the water
snake	Snakes are animals.	Snakes have no legs.	Snakes live on the ground.	Snakes are a christian symbol for Satan.
snake	snakes are a wild animals.	snakes are green.	snakes living in the forest.	Snakes has a killer poison.
snake	Snakes do not have bones	The snakes are long	Some snakes are poisonous	Snakes are reptiles
snake	Snakes crawling	Snakes are poisonous	Snakes shed their skin	Snakes live in the south
snake	Snakes are dangerous	Snakes are carnivorous reptiles	Snakes reproduce by laying eggs	Snakes live everywhere
pilot	pilots are charismatic	many pilots wear sunglasses	pilot are talking good english	pilots are fly
pilot	pilots fly aeroplanes	pilots belong to a good profession	pilots travels around the world by air	pilots earn a lot of money
pilot	Pilots have a license	Pilots can fly planes	Pilots can fly helicopters	Pilots can travel a lot
pilot	Pilots drive planes and helicopters.	Pilots are always brave and courageous.	Pilots know how to jump with a parachute.	Pilots wear a special uniform.
pilot	pilots wear white dress.	pilots have number of preflight duties.	pilots earn more.	pilot is a person who drives vehicle.
pilot	pilots fly high	pilots have a beautiful shape	pilots fly planes	pilots are fearless people
lion	the lions are carnivores	the Lions are dangerous	the lions are great	the lions are yellow
lion	Lions are a pack animal	Lions hunt in the wild	Lions have often been hunted as game	Lions are known as the king of beasts
lion	lion is a predatory mammal	the lion lives in Africa	I saw a lion in a circus	lions beautiful and big
lion	Lions are carnivorous	Lions live in Africa	Lions are kings of the jungle	Lions are felines
lion	Lions the kings of forest	Lions eat dees	Lions are strong	Lions are frightening
lion	Lion is the king of the animals	he lion lives in africa	the lion feeds on meat	the lion performs in a circus
rabbit	the rabbits are white	the rabbits are very beautiful	the rabbits jump a lot	the rabbits reproduce fast
rabbit	Rabbits are a faster animal	Rabbits are cue	Rabbits taste good	Rabbits have big ears
rabbit	rabbits have big ears	the rabbits have many young	the rabbits are cunning	rabbits eat carrot
rabbit	Rabbits are animals with long ears	the rabbits stick huge jumps	rabbits are tender animals	the rabbits are always a nice color
rabbit	Rabbits are animals	Rabbits are white	Rabbits live in forest	Rabbits live 10 years
rabbit	Rabbits are multicolor	Rabbits are small	Rabbits have big ears	Rabbits are smart
foreman	The foremen work hard	The foremen mistreat employees	The foremen have luxury cars	The foremen lead dangerous lives
foreman	Foremen directs other workers	Foremen have a lot of responsibilities	Foremen speaks for a jury	Foremen have leadership skill
foreman	If you want to know how much you'll be missed when you're gone, put your finger in a bucket of water and then remove it. The hole that's left will be how much you are missed	"We all have limits. Almost no one reaches theirs. You definitely haven't."""	Work hard and activity	Self-monitoring during work
foreman	The Foremen were a satirical folk music band	A construction foreman is the worker or tradesman who is in charge of a construction crew.	a foreman may train employees under his or her supervision	Each foreman builds at the rate of 25%, which increases additively as the player gains more foremen.
foreman	He is strict	keeps working hard	always finds mistakes in others	wants everyone to respect it
foreman	Foremen son personas in charge of a particular department	Foremen is in charge of the industry	Foremen is in charge in  the factory	the foreman is in charge of the business
landlord	Landlords have a lot of money	Landlords are usually good at economy	Landlords always try to get a good deal	Landlords will be polite when he is selling
landlord	Landlords own homes	Landlords have condominiums	Landlords rent real estate	Landlords invest in properties
landlord	Landlords are the owner of a house.	Landlords are fairly rich.	Landlords are considered mean and brutal.	Landlords mostly are sel fcentered individuals.
landlord	the landlords are people who own many lands	the landlords are people who have many legal problems	the landlords are unreliable people	the landlords are people who pose as owners of a land where the legitimate owner is another person
landlord	Landlords accept money for homes	Landlords earn money with no work	Landlords are rich	Landlords land houses for money
landlord	an owner is the owner of a house, apartment, condominium, land or property	an owner rents or leases an individual	an owner is the owner	an owner is the one who has his own things
steward	Stewards helps people.	Stewards look after passengers.	Stewards can be found in aircraft.	Stewards have specific uniform.
steward	Stewards are people who organize events.	Stewards are vell organized.	Stewards are very smart.	Stewards are for rich people pockets.
steward	Stewards is a person emplyed to look passengers in a flight.	Steward instruct safety procedures.	Stewards deliver food and drinks.	Stewards help any problem fo a passenger.
steward	Stewards work female	Stewards serve food on airplanes	Stewards are nice men	Stewards should be very smiling and friendly
steward	the stewards work in hotels	the stewards are responsible for the hygiene of dishes and utensils	stewards are in kitchens	the stewards are in charge of the kitchen
steward	The Stewards clean the bar	Stewards clean the kitchen	Stewards work with pots and cutlery	Stewards are responsible for hygiene
bee	Bees make honey.	Bees can sting.	Bees are usefull.	Bees can fly.
bee	The bees sting you	Bees produce honey	The bees are black and yellow	Bees live in hives
bee	Bees are yellow and black.	Bees make honey.	Bees is small.	Bees live in cocoon.
bee	Bees make honey	Bees have a sting	Bees are yellow	Bees have wings
bee	bees produce honey	bees love flowers	bees hover around fruits	bees love flowers and fruits
bee	Bees make honey	Bees like flowers	Bees can sting	Bees fly and buzz
ape	apes loves game	apes likes bananas	apes likes peanuts	many apes live in india
ape	planets of the apes	apes resemble like monkeys	apes live in Africa	apes are dark in color
ape	Apes are closely related to humans	Apes are intelligent animals	Apes have complex family relationships	Apes live in troops
ape	Apes always climb trees.	Apes eat bananas and other fruits.	Apes love sex.	Apes jump and grimace in zoos.
ape	Apes look like chimpanzees.	Apes eat raw food.	Apes use different kind of tools to kill animals.	Apes used to lit fire by rubbing stones together.
ape	monkeys are cute animals	monkeys are small animals	monkeys fast animals	monkeys live in the jungle
student	students can enjoy	students always study	students give exams	students attend classes
student	Students are young	Students are clever	Students work hard	Students study all night
student	Students are in the classroom	Students are on strike	Students play in the park	Students dance at the party and have fun
student	Students have to study.	Students studies different subjects.	Students go to school.	Students wear school uniform.
student	the students are apprentices within an academic field	the students are the future of the country	the students are very pranksters	the students are people who dedicate themselves to this occupation as main objective
student	students are people who study	students are young people	students attend school	students learn professions
butcher	butchers work butcher shops	butchers cut meat	butchers are skilled with knife	butchers sell meat
butcher	Butchers cut meat	Butchers have bloody hands	Butchers work hard	Butchers don't make much money
butcher	Butchers Don't sell fruit	Butchers are dirty	The butchers are deposting the piece	Butchers are intimidating
butcher	Butchers sell meat.	Butchers slaughter animals.	Butchers have big knives.	Butchers process meat.
butcher	butchers is the place where they sell all kinds of meat	butchers is the place where they sell charcuterie	Butchers is a very demanding place of employment	the butchers work always run
butcher	butchers work in butcher shops	the butchers are very strong	only men work as butchers	butcher carving mascaras
sculptor	Sculptors are a type of artists	Sculptors can make art with their hands	Sculptors do beautiful stuff	Sculptors work with their hands
sculptor	the sculptors work the stone	the sculptors are imaginative	the sculptors carve the stone	sculptors perform art
sculptor	Sculptors are people who make 3 dimension visual art.	Sculptors are considered artists.	Sculptors are highly respected in the society.	Sculptors usually take their work seriously.
sculptor	the sculptors are people who have a lot of imagination	the sculptors are people who create art	the sculptors are usually well-known people	the sculptors leave their signature in each of their creations
sculptor	Sculptors are a good type of memorials	I love making Sculptors	I hate making Sculptors	I wish to learn how to make Sculptors
sculptor	the sculpture is the work of a sculptor	sculpture is an art	The sculpture includes all the carving and chisel arts	Sculpture is when the sculptor brings out all the superfluous and reduces the material to the form that exists within the mind of the artist.
swan	swans are birds	swans are black and white	swans live on lakes	swans have a long neck
swan	swans are white	swans are beautiful	swans in a lake	swan dance in a lake
swan	Swans are white.	Swans are swimming.	Swans are flying.	Swans eat fish.
swan	The swans nothing with her babies	The swans with beautiful	the swans are always in the water	the swans are white
swan	the swans are white	the swans are animals	the swans are in love	the swans do not fly
swan	Swans are birds.	Swans are white.	Swans are present in literature and mythology.	Swans are symbol of love.
cat	Cats are lazy.	Cats have sharp claws.	Cats are smart.	Cats love to sleep.
cat	Cats are felines	Cats can be many colors	Cats are companion animals	Cats have whiskers and sharp nails
cat	Cats like eat meat.	Cats are sweet.	Cats live in home and street.	Cats do scratches.
cat	Cats are felines	Cats are furry	Cats have fangs	Cats have claws
cat	cats are so cute	cats are soft and fluffy	cats have big eyes	cats are friendly
cat	Cats like to cuddle	Cats are fluffy	Cats are cute pets	Cats can be wild
judge	the judges are honest	the judges are usually adults	the judges wear black toga	the judges wear white wig
judge	Judges are respectables	Judges work in courts	judges wear always black in court	jugges know the laws
judge	the judges wear black coats	the judges impart the law	the judges are straight people	the judges study laws
judge	the judges work in the courts	the judges must dress well	the judges are ruthless people	the judges have a lot of work
judge	Judges work in court	Judges are older	Judges have high payments	Judges are mostly white people.
judge	Judges are rude	Judges work in courts	Judges have education	Judges are smart
horse	the horses are very big	the horses are a very good transport	the horses are tender	the horses are brown
horse	Horses of fast animals	Horseback riding sports from famous sports	Arabian horses are the best horses	The price of horses is very high
horse	Horses are mammals.	Horses are domesticated animals.	Horses are able to sleep standing up.	Horses are used in warfare.
horse	horses have short and erect ears	horses have relatively long legs	horses have hooves	horses have wide head
horse	The horses are elegant	The horses are beautiful	The horses are strong	The horses are fast
horse	Horses are beautiful animals	Horses can run at great speed	Horses are mammals	Horses are herbivores
spider	Spiders are scary.	Spiders have 8 legs.	Spiders live long.	Spiders live over 100 years.
spider	Spiders are spiders	there are many types of spiders	the black widow is one of the most poisonous spiders	the scratches lay many eggs
spider	Spiders can be poisonous.	Spiders are arthropods.	Spiders have eight legs.	Spiders eat insects.
spider	spiders weave a web	spiders are very furry	spiders eat flies	spiders are poisonous
spider	Spiders eat flies.	Spiders are walking on the walls.	Spiders are walking on the ceiling.	Spiders are poisonous.
spider	Spiders have a lot of legs.	Spiders are disgusting.	Spiders kill flies and drink blood from flies.	Spiders weave cobwebs.
donkey	Donkeys have long ears	Donkeys often ride	The donkey is a ruminant animal	Donkey is stubborn
donkey	donkeys live in america	donkeys are wild	donkeys work a lot	donkeys are black
donkey	The donkeys are suitable animals for riding	The donkeys are planned and unplanned	The donkeys, including the offspring and the non-pet	The donkeys are multi-colored
donkey	Monkeys eat bananas	Monkeys jump through the trees	Monkeys look like humans	Monkeys live in Africa
donkey	Gray donkeys	Donkey stubborn	Hardworking donkeys	Donkeys helpers
donkey	Donkeys are stubborn.	Donkeys have big ears.	Donkeys carry loads.	Donkeys have a short tail
tiger	Tigers looks like a big cat	Tigers are orange and black	Tigers are wonderful	Tigers can't be a pet
tiger	Tigers have big claws	Tigers eat meat	tigers hunt for food	Tigers live alone
tiger	Tigers live in Jungle.	Tigers are wild Animals.	Tigers found in india.	Tigers are fighters.
